epoch,binary_accuracy,loss,regularization_loss,root_mean_squared_error,total_loss,val_binary_accuracy,val_loss,val_regularization_loss,val_root_mean_squared_error,val_total_loss
0,0.5400897860527039,14054.5341796875,0.0062746452167630196,1050.7554931640625,14054.5400390625,0.5776944756507874,12784.2763671875,0.006276252679526806,2.18711519241333,12784.2822265625
1,0.5468308329582214,14081.9775390625,0.006521652452647686,32.45401382446289,14081.984375,0.5755949020385742,12787.6103515625,0.0065230391919612885,1.8218938112258911,12787.6171875
2,0.5549141764640808,12997.2900390625,0.006653481628745794,20.321796417236328,12997.296875,0.576204776763916,12824.4365234375,0.006653924472630024,1.6481362581253052,12824.443359375
3,0.560260534286499,13495.6396484375,0.006774647627025843,18.567663192749023,13495.646484375,0.5721355676651001,12930.7060546875,0.0067754266783595085,1.6901484727859497,12930.712890625
