epoch,binary_accuracy,learning_rate,loss,regularization_loss,root_mean_squared_error,total_loss,val_binary_accuracy,val_loss,val_regularization_loss,val_root_mean_squared_error,val_total_loss
0,0.5358381271362305,0.009999999776482582,14884.5546875,0.005573072470724583,1761.731689453125,14884.560546875,0.5779743790626526,12795.6435546875,0.005573015660047531,1.9384347200393677,12795.6494140625
1,0.5413869619369507,0.009999999776482582,13767.6923828125,0.005698319990187883,63.60077667236328,13767.6982421875,0.5787442326545715,12899.2802734375,0.005698149558156729,1.7282286882400513,12899.2861328125
